,character_name,dialogue,polarity
2733,simon,"  Hey, Marcy, I wrote a song for you. ",0.0
2734,simon,"  Here we go! ,  Aw, it's locked. ,  Vandalism is wrong, Marcy.",-0.5255
2735,simon,"  Oh, everything's gone... except for these greeting cards. ,  Aw...",0.3818
2736,simon,"   ,  What is that thing? This-This is bad.",-0.5423
2737,simon,  I have to protect us.,0.3818
2738,simon,  I have to.,0.0
2739,simon,"  Marcy, stay back! ",0.0
2740,simon,  We're getting out of here!,0.0
2741,simon,"  Hey, little lady, what about a ride on an old man's back?",0.0
2742,simon,"  Look, sweetie, someday you'll be too big to hold. I'm as old as garlic balls, and if someone offered to pick me up and carry me, I'd do it in a heartbeat. Take it when you can get it. ",0.4939
2743,simon,"  Gross. ,  You're gross.",-0.7351
2744,simon,"  We're both gross, darling. ,  A food truck! Might be chicken soup inside there. ,  Alright, now to get some chicken soup inside you--,  Clams? ,  The Clambulance?! No, I need chicken! Marceline, cover your ears! MOTHER, MOTHER, MOTHER, MOTHER, MOTHER, MOTHER, MOTHER, MOTHER! ",0.4639
2745,simon," Mother, Mother! ,  Mother, Mother, Mother, Mother, Mother, Mother, Mother, Mother, Mother...! ",0.0
2746,simon,  We're gonna run! ,0.0
2747,simon,"  Come on, come on, come on!!",0.0
2748,simon,"  Mama, mama, mama, mama, mama mia!",-0.3595
2749,simon,  Not yet.,0.0
2750,simon,  I'm sorry Marcy.,-0.0772
2751,simon, You have to keep it together Simon... for her.,0.0
2752,simon,"["" ♪ Makin' your way in the world today takes everything you've got! ♪""]",0.0
2753,simon,,0.0
2754,simon, ♪ Taking a break from all your worries,-0.4215
2755,simon, SURE WOULD HELP A LOT!!,0.6792
2756,simon, WOULDN'T IT BE NICE TO GET AWAY!,-0.3867
2757,simon, Where everybody knows your name. Where everybody... ♪,0.0
2758,simon,  Marcy! Look I-I found chicken soup! Your gonna feel awesome in a moment.,0.6892
2759,simon,  Do you feel awesome? ,0.6249
2760,simon,  I love you... Gunther.,0.6369
2761,simon," Uh, hello?",0.0
2762,simon, Huh? ,0.0
2763,simon," This must be it, man. ,  I've crossed into some super-insane zone where I feel like I'm just normal again. ,  Or maybe I'm just normal again.",0.3612
2764,simon," Sorry, man. No time! Go, carpet! ,  Whoa! ,  It's got to be here. Even in my prolonged state of insanity, my immutable essence must have known to—oh, yes. ,  Hello. ,  Ah, my research. My jackie—jacket! ,  Mutation, mutation, mind expa—aha! ,  ""Mystic Rituals And Their Space Time Applications"" by Simon Petrikov and Betty Grof. ,  Betty. ,  Whoops. Marceline?",-0.6876
2765,simon," Marcy, it's me, Simon. I'm back, but my body might donk out soon, so get to the Ice Kingdom fast and help me with this time portal so I can find Betty and say I'm sorry before I croakboat! I know that's a lot to process, but hurry, and bring Hambo. Hambo is the key.",0.5255
2766,simon, Marceline!,0.0
2767,simon, I can hardly believe it myself. You're all grown up.,0.0
2768,simon, One million years? How could it be?!,0.0
2769,simon, Nothing specific—just dreamlike impressions.,-0.1695
2770,simon," I have... bruises. ,  Excuse me. I—",0.0772
2771,simon, I'm fine. ,0.2023
2772,simon," Well, yes, but only in increments. I've still got work to do. Finn and Jake, will you run my generator?",0.34
2773,simon, That's great! Keep pedaling! All we need now is the catalyst—an object from the past that has been lovingly tended to through the ages.,0.8715
2774,simon," Because of you, I can say goodbye to Betty and tell her I'm sorry for driving her away. Thank you, Marceline. ",0.296
2775,simon, Betty? Betty. Betty!,0.0
2776,simon," I'm a thousand years in the future, love. I opened this portal so we could say goodbye.",0.6369
2777,simon, No! It's just that everything changed after I put on that crown. I—I went crazy. You ran away. I—I never saw you again.,-0.5983
2778,simon, I'll never know.,0.0
2779,simon," The portal is closing. There's no time to explain. Just know that I love you, and I forgive you for leaving me.",0.6249
2780,simon, Who?,0.0
2781,simon," No, I'm old. The crown was keeping me alive, but its magic was negated by the creature Bella Noche.",0.0516
2782,simon," Oh, I'm sorry, Betty.",-0.0772
2783,simon," What? No. Guys, stop her.",-0.5267
2784,simon, No!,-0.3595
2785,simon, I am getting on... the death bus.,-0.5994
2786,simon," It's my time, Betty! I don't want to be the Ice King again. It's like living with eternal diaper butt. I can't do it!",0.4333
2787,simon, I...,0.0
2788,simon," If I don't let her try, then what am I? What am us?",0.0
2789,simon, ,0.0
2790,simon,,0.0
2791,simon, Just hold my hand to your face. This will be my... last sensation.,0.4939
2792,simon," Hello, Marci. I don't know if you'll ever hear this message. I fear my thoughts are no longer my own. Just watch over me...",-0.6597
2793,simon," ...until I can find my way out of this labyrinth in my brain and regain my sanity. And then maybe, Betty, my princess—maybe you will love me again. ,  Please love me again, Betty! ,  Okay, bye! ",0.9214
2794,simon," What? No. This is private, silly. ,  There you go. Snug as a bug.",-0.2732
2795,simon, I... I have to protect you.,0.3818
2796,simon, I'll arrange for someone to come take care of you. I'll make sure he doesn't leave.,0.6856
2797,simon," Yeah, maybe one day you will. But until then, you have to stay brave, my fearless Marceline.",0.8765
2798,simon," You see? I have to go now. Goodbye, Marci. ",0.0
2799,simon, GOLB would say ice cream is without meaning. Just empty calories devoid of purpose.,0.1511
2800,simon, His presence is felt in every crevice where chaos lurks. Imagine if we could somehow harness all that dank energy...!,-0.7088
2801,simon," Oh! ,  Sure.",0.3802
2802,simon, Have you thought about using sliced almonds for the sundaes? ,0.0
2803,simon, It's good to be seen. ,0.4404
2804,simon," It's not working! Yah! ,  Finn, it's hopeless. You can't punch your way out of his guts.",-0.555
2805,simon," Hey, no one gets to choose how it happens. The most important thing is that we're here together.",-0.0276
2806,simon," Betty, we're saved!",0.4753
2807,simon, What!?,0.0
2808,simon, Who cares! Leave it!,0.5242
2809,simon, We'll make the wish after we escape!,0.5707
2810,simon, But I can't... ,0.0
2811,simon, Wait! Betty? Betty!  ,0.0
2812,simon," No... Betty? Betty! ,  Betty! Oh my, my Betty, my princess, why did you... ",0.0
2813,simon," Okay, Marcy? You got that? Marcy?",0.3485
2814,simon,  Hello. My name is Simon Petrikov. I am recording this tape so that people will know my story.,0.0
2815,simon,"  I was studying to be an antiquarian of ancient artifacts. Now, I never believed in the supernatural stuff myself—just had a fascination with superstitions... but everything changed when I came into contact with this item....",0.2732
2816,simon," Look, Betty. I keep seeing reference to this mysterious entity that embodies chaos.",-0.5719
2817,simon,  Aah!,0.0
2818,simon,  ,0.0
2819,starchie," Princess? It's me, Starchie the gravedigger. I brought you a larger corpse shovel. Oh, Princess? Well, I'll just wait for you here, then. By the mausoleum. With my back turned. And my defenses lowered.",-0.4137
2820,starchie, Mornin'.,0.0
2821,starchie, I can't help it. Flesh is delicious!,0.4086
2822,starchie,  Don't squeeze me! I'll fart!,0.0
2823,starchie,"  Heah, even old Starchie's sick.",-0.5106
2824,starchie,"  Starchie's feeling healthy again! ,  A bit too healthy if you ask me.",0.7345
2825,starchie, Starchie's a beelzebub!,0.0
2826,starchie,  Who are you talking to?!,0.0
2827,starchie,[' NNNNOOOOOOOO!!!'],0.0
2828,starchie,"[' Yeah, right... If Starchie ever survives that long...']",0.296
2829,starchie,"  Oh, my, that's a lot of zombies down there. Starchie's glad he's up here. ,  Dang it!",0.5093
2830,starchie, Ahh! Get it off!,0.0
2831,starchie,"  In your dreams, you freak!",-0.126
2832,starchie," Noooooo! Get away from me, you butchers!",0.0
2833,starchie, Starchie only takes magic!,0.0
2834,starchie, Find me a wizard!,0.0
2835,starchie, Is that a real spell?,0.0
2836,starchie," Princess, you're being really disrespectful of my beliefs!",0.0
2837,starchie," H-hurry, princess.",0.0
2838,starchie,  ,0.0
2839,starchie,"  Eh? Finally! Healing magic. Oh, I can feel it!",0.0
2840,starchie,  No!,-0.3595
2841,starchie," Oh, Starchie is very interested in this topic. What led you to this discovery, caller?",0.4576
2842,starchie," Hold up. Princess? Is that you? ,  Ah, spooky.",0.0
2843,starchie, Nope.,0.0
2844,starchie," Yeah, that was tight.",0.296
2845,starchie," Oh, that's some smelly. ",0.0
2846,starchie, Aaah!,0.0
2847,starchie," Over here, fellas! Next stop, the Candy Kingdom. Previous stop, this weird place.",-0.6775
2848,starchie," Ahh, Kenneth.",0.0
2849,starchie," Glad you could make it. I officially call this meeting of the veritas brigade to order. ,  Lux in tenebris.",0.4588
2850,starchie," So, anybody have weird stuff to report?",-0.2415
2851,starchie," Whoa, this is some good stuff. We are this close to finally exposing the princess' shady dealings. ,  Meanwhile, PB remains blissfully unaware up in her ivory tower. ",-0.0
2852,starchie," Whoa, Kenny boy, you're blowing my mind. ",0.0
2853,starchie," Hey, Peace Master. ,  Ohh! ,  Oh! My noodle.",0.6229
2854,starchie," It's all cool, Peace Master. Truth sleuths keep it real.",0.7964
2855,starchie," Alright, Peace Master. We'll be ready. ,  Mm. Dill-icious!",0.807
2856,starchie," Oh, this is a mistake. That's my boy, Peppermint Butler.",-0.34
2857,starchie, You can't do that to our friend!,0.5411
2858,starchie, Whoa! Hey! Deh-deh-deh! ,0.0
2859,starchie," Come on, Crunchy. You're the go-to guy. You're the new Cinnamon Bun. ",0.0
2860,starchie," Or... maybe they kissed so much they passed out! Crunchy, open that door!",0.4912
2861,starchie, You smell.,0.0
2862,starchie," It's ten past the hour, and this is Graveyard Shift, hosted by me, Starchie the Gravedigger, your weekly five-hour dose of all the strange haints, phantasmagoria, and phenomena I see working in the Candy Kingdom Graveyard. Hello, caller. You're on the Graveyard Shift.",-0.7506
2863,starchie,,0.0
2864,starchie," Yes, sir. Starchy is just going for a walk. ,  Ooh! A Grass Lard! Oh, look, wildflowers! Psst, psst! Hey! ",0.5951
2865,starchie,,0.0
2866,starchie," Well, I'm just gonna pick these flowers now. ,  No holes.",-0.0258
2867,starchie," Yeah, in the ear. ,  Oh, I mean, in the rear. That's what all the walking's good for -- gives me self-esteem to have a nice rear.",0.7845
2868,starchie, Aah! Oh! No! Agh! Mercy from the wet eyes!,0.3544
2869,starchie, Whoa! ,0.0
2870,starchie, Unh!,0.0
2871,starchie," Hey, hey!",0.0
2872,starchie, And the votes are in. King of Ooo is our new princess.,0.0
2873,starchie," Whew! Starchy thought life would be better under the King of Ooo, but now there's even more stuff to sweep. ,  Poor old Starchy. Always getting the sweaty end of the lollipop.",-0.5411
2874,starchie," Oh, uh, yes, sir. Yes, sir. Suh-wee-ee-eepin'. Yeah.",0.765
2875,starchie," C-c-c-c-c-c-c-c-c-c-comet?! Oh, Starchy don't feel good about this.",-0.4015
2876,starchie," Starchy's mind is burdened. Oh, Mrs. gumdrop! He's coming. The comet — it's gonna snuff out all life as we know it.",-0.4574
2877,starchie, Comet! Comet! Comet! Comet! Comet! Comet! Oww!,0.0
2878,starchie, Nope. Starchy. You do this every morning.,0.0
2879,starchie," Look, we've been married two months already. I love you, baby, but isn't there an expiration date to this grieving thing?",-0.5737
2880,starchie," Anything for my Chery Cream Soda and her sweet, little kitty cat. ,  Oh! I'll win your heart someday, Loafy. We can't all be a cute, little character with a cure, little straw sticking out of our cute, little head.But take some advice from an old grave digger, huh? Maybe it's time to do something with that. Here a thought... I could bury this for you. An unmarked grave kind of thing. Just... sswt!... Toss him in there with whoever.",-0.4486
2881,starchie," Okay, okay. ,  See you tonight.",0.4215
2882,starchie," Ooh, thanks. Maybe I'll take my hoe in case things set sloppy. Well, bye again.",0.6124
2883,starchie," Good morning, wife.",0.4404
2884,starchie, Uh-huh.,0.0
2885,starchie, Blazes mazes! What is going on?,0.0
2886,starchie, Who? Finn? Jake? Candy person number 22?,0.3094
2887,starchie," It's okay, baby. Starchy's here.",0.2263
2888,starchie," No sudden moves, baby. He's got freaky zombie strength.",-0.128
2889,starchie, Enough! I should have put you in the ground a long time ago!,0.0
2890,starchie," Heh, Burn.",-0.1531
2891,starchie, Starchy wins!,0.6114
2892,starchie, I can't believe you used to be married to such a freak.,-0.4404
2893,starchie," Shh, shh, shh, shh. Don't worry, honey.",0.3412
2894,starchie," Look, baby. Starchy knows all the fresh windows in town, and Starchy chose you. Starchy wuvs you.",0.3182
2895,starchie, It's time to dig a hole.,0.0
2896,starchie, No dirt-heads allowed.,-0.296
2897,starchie," Oh, no you don't. Nuh-uh.",-0.296
2898,starchie, It's on zombie.,0.0
2899,starchie," You have met your match, freaky dirt guy! Woo-woo-woo-woo!",-0.6688
2900,starchie," Too chicken, huh? Look, I'll put the slovels down. See? Hah!",0.0
2901,starchie, Ha!,0.4003
2902,starchie, Ho-ho!,0.0
2903,starchie," We have some unfinished business. Wait for me, Little Dirt Beer!",-0.3397
2904,starchie, Ooh is somebody afraid of old Starchy?,0.0
2905,starchie," Oh, boo-hoo. Don't hurt me!",0.471
2906,starchie, I'm escorting you to your new home... Far away from my house.,0.0
2907,starchie, Ha! It's practically mine.,0.4003
2908,starchie, Tonight you'll sleep in a hole... The same dirty grave hole from whence you sprang!,-0.6996
2909,starchie, Aw.,0.0
2910,starchie, What?!,0.0
2911,starchie, Mmm! Starchy doesn't need this.,0.0
2912,cinnamon bun,  Okay. I'm gonna do it. Okay-okay-okay. Everyone watch! I'm gonna do a flip!,0.3578
2913,cinnamon bun,  Oh no!,-0.3595
2914,cinnamon bun,"  Finn, you always focus an endless amount of energy on everything you do.",0.2732
2915,cinnamon bun,"  Uh, Jake... you don't really focus at all.",0.0
2916,cinnamon bun,"  I said you don't FOCUS AT ALL! Hey, Finn, do another flip.",0.0
2917,cinnamon bun,"  Hahaha!! You're a dynamo, Finn!!",0.6973
2918,cinnamon bun," Hey Princess! Here I go! ,  I'm stuck.",-0.3786
2919,cinnamon bun," Okay. ,  Bye! Bye-bye! Bye-bye! Bye!",0.471
2920,cinnamon bun,  Bye! Goodbye! Bye-bye!,0.0
2921,cinnamon bun, Hello!,0.0
2922,cinnamon bun,  Okay. ,0.2263
2923,cinnamon bun,  Hey!,0.0
2924,cinnamon bun,[' Yeah! '],0.3595
2925,cinnamon bun,  Heh hah hah- AAAAUGH! Oof! Ha ha ha!,0.7562
2926,cinnamon bun,[' For who?'],0.0
2927,cinnamon bun,  I'm Cinnamon Bun.,0.0
2928,cinnamon bun,  Oh yeah! Uh... It's Guy Farting.,0.3595
2929,cinnamon bun,  Now's my chance!,0.3164
2930,cinnamon bun,  But I can make you happy!,0.7463
2931,cinnamon bun,  Okay. ,0.2263
2932,cinnamon bun,[' Where? Where?'],0.0
2933,cinnamon bun,  We gotta get out of here! ,0.0
2934,cinnamon bun,  Nonononononono! ,0.0
2935,cinnamon bun,  I'm hungry.,0.0
2936,cinnamon bun,  Okay. ,0.2263
2937,cinnamon bun,"  Thanks, Princess. Peace out.",0.7506
2938,cinnamon bun,  That sounds good in my eardrums!,0.4926
2939,cinnamon bun,  Hey!! We just heard this song!!,0.0
2940,cinnamon bun,  RIP-OFF!!!,0.0
2941,cinnamon bun,  They're snuggling too loud!,0.0
2942,cinnamon bun,  ...Okay. Hey everyone! The concert is over!,0.0
2943,cinnamon bun,"  The concert's over, Princess!",0.0
2944,cinnamon bun,  Huh? Not again!,0.0
2945,cinnamon bun,"  Please, Finn. If you're gonna hug me again, don't make it as hard as you hugged me last night.",0.7717
2946,cinnamon bun,"  Yes, you did! My love handles still hurt! You came into my room around midnight and gave me a squeeze—a really strong one! ",0.8389
2947,cinnamon bun,  Uuuuuhhhh...,0.0
2948,cinnamon bun,"  Uh... bu-, bububut...",0.0
2949,cinnamon bun,  Uh...,0.0
2950,cinnamon bun,"  Finn? ,  Uh...",0.0
2951,cinnamon bun,  I-I-I-I'm not supposed to.,0.0
2952,cinnamon bun,"  I can't, man!",0.0
2953,cinnamon bun,  Uuuuhhh...,0.0
2954,cinnamon bun," YES!! HUG ME!!!! ,  C'mon, c'mon, c'mon, c'mon... ,  Which way does this turn?!? ,  Owww! Ow, my sides.",0.8688
2955,cinnamon bun," Bye, girlfriend! ",0.0
2956,cinnamon bun, Aha aha aha...,0.0
2957,cinnamon bun," Uhhh, who's that? Huh, what?",0.0
2958,cinnamon bun, WHY-Y-Y-Y!?,0.0
2959,cinnamon bun, I can't handle this denial of light!!!,0.0
2960,cinnamon bun," No-o-o-o-o-o-o-o-o! ,  Too dark. ,  No! It's too bright! ,  Ah! It's too dark! ,  Oh. A-ha. OK. This is nice.",0.8225
2961,cinnamon bun, Ah! Too dark! ,0.0
2962,cinnamon bun," I—need—soft—light! ,  Yeeargh!!",0.0
2963,cinnamon bun," Too dark! ,  Too bright! ",0.5399
2964,cinnamon bun," Let me in! ,  It's too—bright! ,  Too dark! ",0.0
2965,cinnamon bun,,0.0
2966,cinnamon bun," Hey, I need a night-light because I'm so scared!",-0.6166
2967,cinnamon bun,,0.0
2968,cinnamon bun,"[' Yes! Take that, Princess Bubblegum! ']",0.508
2969,cinnamon bun,[' Hi!'],0.0
2970,cinnamon bun,"  Uh, ,  hi.",0.0
2971,cinnamon bun,[' Haha! Whee.'],0.5093
2972,cinnamon bun, Yes.,0.4019
2973,cinnamon bun," Yes, Princess.",0.4019
2974,cinnamon bun, Hello.,0.0
2975,cinnamon bun, You look sad.,-0.4767
2976,cinnamon bun," Ha, me too.",0.34
2977,cinnamon bun, Yeah. Bubblegum is bad.,-0.3182
2978,cinnamon bun, I don't know. Wanna pet my dog?! He lives at my house.,0.0
2979,cinnamon bun, I'm not good at tests.,-0.3412
2980,cinnamon bun," La-de-da-de-da ,  His name is Jake, but he's not the real Jake. ,  Ow. My body is soft. ",0.0
2981,cinnamon bun,"["" We're friends.""]",0.0
2982,cinnamon bun, Is the princess your friend?,0.4939
2983,cinnamon bun," Yeah, because why did she lock you up in jail when you were a little baby? That was a weird friend thing.",0.5719
2984,cinnamon bun, It's fun to hide.,0.3818
2985,cinnamon bun," Wait, do you mean baby jail?",0.0
2986,cinnamon bun, Mmmm...,0.0
2987,cinnamon bun, Hi.,0.0
2988,cinnamon bun," No. Look, ,  got a real dog now! Hah.",-0.3595
2989,cinnamon bun," Oh, oh, ""around for us."" I thought you said ""walk to the zoo and back""!",0.0
2990,cinnamon bun, Sure! ,0.3802
2991,cinnamon bun, Ah... ,0.0
2992,cinnamon bun," No! ,  Go away!",-0.4184
2993,cinnamon bun, No. Fight later. Now we get help.,-0.2732
2994,cinnamon bun, You're welcome. How are you feeling?,0.5423
2995,cinnamon bun, Who should we go to for help? Princess Bubblegum?,0.4696
2996,cinnamon bun," Yeah, she's devious.",0.296
2997,cinnamon bun," Mmm, okay.",0.2263
2998,cinnamon bun," Yeah, business.",0.296
2999,cinnamon bun, No.,-0.296
3000,cinnamon bun, No and no.,-0.5267
3001,cinnamon bun, Yep. I taught him.,0.296
3002,cinnamon bun, Hyup! ,0.0
3003,cinnamon bun," So, the guards are posted here and here, so we should probably sneak in here. ",0.0
3004,cinnamon bun, Uh...,0.0
3005,cinnamon bun," Yeah, you said that.",0.296
3006,cinnamon bun, But that wasn't the plan! No!,0.4434
3007,cinnamon bun,[' Hyah! Um... '],0.0
3008,cinnamon bun," Could you move, please?",0.3182
3009,cinnamon bun, Okay.,0.2263
3010,cinnamon bun," Duke! Uh, duke! ,  These two are out-duked! Now I'm making my escape. ",0.3769
3011,cinnamon bun," Hi. ,  Got a key.",0.0
3012,cinnamon bun, They're distracted. Let's go!,-0.4003
3013,cinnamon bun," Onward, Jake 2!",0.0
3014,cinnamon bun, Aah!,0.0
3015,cinnamon bun, Stop! You were all brainwashed... by him! ,-0.4184
3016,cinnamon bun, Capture him!,0.0
3017,cinnamon bun," You're wrong. Flame Princess may not be the most ruthless of all despots, but she is strong where it really counts—in her heart. And that is good.",0.8047
3018,cinnamon bun," I have learned so much watching this beautiful woman work, and with her example, I have become a better man. I will be by her side as her champion and knight every step of the way because... I love her.",0.9487
3019,cinnamon bun, That's true. She does have egg breath.,0.4215
3020,cinnamon bun,,0.0
3021,cinnamon bun, My nose itches!,0.0
3022,cinnamon bun, What? ,0.0
3023,cinnamon bun, Princess! ,0.0
3024,cinnamon bun, Okay!,0.2942
3025,cinnamon bun," Wait... ,  Wow, my nose is disgusting!",0.1759
3026,cinnamon bun," Oh! Thank you, Princess. You are also killing.",-0.4926
3027,cinnamon bun," Hey, Finn, quick! Be me, bro! Be me, bro!",0.0
3028,marshall lee,"  Oh, hey Fionna.",0.0
3029,marshall lee,"[' Oh, forgive me! Hello, your majesty!']",0.3987
3030,marshall lee,  What? Is he kidding?,0.1926
3031,marshall lee,  What a wad.,0.0
3032,marshall lee,"["" Let's ditch him!""]",0.0
3033,marshall lee,"["" Lumpy Space Prince is throwing a party in the woods! It's gonna be freaky nasty!""]",0.1984
3034,marshall lee,"  I know you're gonna say yes to me, so... Let's just go.",0.4019
3035,marshall lee,  This looks fun... bunch. Come on.,0.0
3036,marshall lee,  Follow my lead.,0.0
3037,marshall lee,"[""\xa0 ♫ Don't you know I'm a villain? Every night I'm out killin', sending everyone runnin' like children. I know why you're mad at me. I've got demon eyes, and they're looking right through your anatomy... into your deepest fears. Baby, I'm not from here. I'm from the Nightosphere... To me, you're clear. Transparent. You got a thing for me, girl; it's apparent. ♫""]",-0.6705
3038,marshall lee,  Not so bad? I'm the son of a demon... and the Vampire King. It's not something I have to try at. You on the other hand...,0.4708
3039,marshall lee,"  What? ,  Like him? ",0.4329
3040,marshall lee,[' Oh no... '],0.0
3041,marshall lee,"  Out of my way, kitty.",0.0
3042,marshall lee,"  Oh, come on! That was funny!",0.5399
3043,marshall lee,"  Hey! Come on... where you goin'? What's the deal? You're missing the party! Fionna, lighten up!",0.409
3044,marshall lee,"  Oh, really? Well, what if I just take her right now, you know?",0.4124
3045,marshall lee,  Unexpected!,0.0
3046,marshall lee,  You want your Cake back? Come and get her!,0.1511
3047,marshall lee," ♫ Did you think I was lying? I said I'm evil, without even trying! ,  Already dead, so I'm not scared of dying... Drinking the red from your heart in one sitting. You think you've got me pegged, you must be kidding. I raise the dead up, and they do my bidding. Girl, I'm a thousand years old, I'm a riddle... Bad little boy! Yes, I'm bad, but not little. ♫",-0.8895
3048,marshall lee,"  Oh, this is bad, guys... This is really bad!",-0.807
3049,marshall lee,"  This is it for me, Fionna... so... why don't you just admit it...? You're in love with me...",0.5586
3050,marshall lee,"  Faking it! Faking it! Okay, my shirt is, like, filled with cream puffs!",-0.4724
3051,marshall lee,"  Glob, Fionna... you're like the realest person I've ever met... ,  Ow, my cheek meat!",0.4199
3052,marshall lee,"  Quit clowning, Fionna. F-Fionna? Fionna!",0.0
3053,marshall lee,"  ♫ Good little girl. Always picking a fight with me, you know that I'm bad... But you're spending the night with me... What do you want from my world? You're a good little girl. ♫",0.6652
3054,joshua,"  Want do you want baby? ,  Why are you crying? Margaret, this baby won’t tell me what’s wrong with it, and it’s stuck to a leaf, and it stinks.",-0.8385
3055,joshua,"  You just kissed a boom boom baby. So don’t expect any more sugar from me, sweetheart until we wash your dirty dirty face. ",0.2732
3056,joshua," Jake, what did you do to your brother?",0.0
3057,joshua," No, son, you did good. ,  Having no self control makes you a tough galoot, like me!",0.2003
3058,joshua," Well, that's too bad, kid, 'cause you're going to hurt everybody!",-0.7263
3059,joshua," Jake, lose control, flip out on those guys!",-0.4574
3060,joshua," Jake, Jake, come on punch them, Jake, punch everybody. Why not? Come on! Why not?!",0.0
3061,joshua," Jake, Jake, I brought someone here to see you, it's your brother.",0.0
3062,joshua," Yeah, every-bod-y.",0.296
3063,joshua," Everybody who is evil, Jake. Let me finish next time, hm, yeah?",-0.4939
3064,joshua, Jake? Finn? Jermaine? Whoever is watching this?,0.0
3065,joshua," I just opened up an unexplored cavern deep in the underground grasslands complex. Please refer to my chart system, okay? I'm in cave 73H. In case I am overtaken by an enemy I need you to retrieve my corpse.",-0.6124
3066,joshua," Over here, you see, the second half of the tablet I believe. Now, if I put this together with mine, I should be able to create a portal to the demon Kee-Oth's dimension and trap him in a circle of holy water. Okay, here we go. ,  Perfect. Okay, let's see. ,  Kee-Oth zaple myrups pama...",0.743
3067,joshua," That's because I've been drinking so much holy water. It's in my blood, sucka! And naturally, I gotta go to the bathroom like crazy. Be right back!",0.1739
3068,joshua," Man, I can't believe it...I gotta wee-wee again!",0.0
3069,joshua, Steak break.,0.0
3070,joshua, These steaks are tough and stringy. Like you.,0.25
3071,joshua," Margaret, you're in a family way now. You should take a backseat from investigations.",0.0
3072,joshua," You're missing the point, sugar. What if something bad happens? Let's say we're out on the beat, fighting some lowlife. He takes a punch, you zig when you should've zagged, and oops! Junior takes a knock to the noodle, comes out with the shiner the size of a grapefruit. I can't take that kind of guilt and neither can you.",-0.9078
3073,joshua," Yeah, you got me there.",0.296
3074,joshua," You relax, dear, I got it. ,  Hmm. Let's get a look here. ""Vampire girl spotted in the Grass Lands harassing sheep and cattle."" Nope, nope, nope. ""Small fire goblin burns down Candy Kingdom forest.""",0.0601
3075,joshua," Wait, wait, here's one. "" Woman's pies go missing in Bucolic Countryside where nothing ever happens."" The perfect case for my pregnant wife!",0.4199
3076,joshua, Now let's get an egg in our shoe and beat it. ,0.0
3077,joshua," Afternoon, Mrs. Tree Trunks. We're Joshua and Margaret of Joshua and Margaret Investigations. And this is ,  our boy. We're responding to a wire about missing pies.",-0.296
3078,joshua," A monster, eh?",0.0
3079,joshua," Well, those tracks are as phony as a three dollar bill.",0.2732
3080,joshua," What's the big idea, Wyatt? Why'd you burgle your wife's pie?",0.0
3081,joshua," Well, there you have it. The only monster here was this man's appetite for his wife's pie.",0.2732
3082,joshua," Of course. Probably nothing more than a peeper. ,  Ha! These country yokels are all just superstitious. I bet you that old elephant sees a monster a day.",0.4508
3083,joshua," Hot cram! A peeping monster! Oh, this town would surely put up a collection to nab this guy. Oh, too bad you're preggo. We got to pass. ",-0.2924
3084,joshua, What? ,0.0
3085,joshua, Margaret! Margaret! Wait for Pappy! ,0.0
3086,joshua," Hey, hey! Beat it, uggos! ,  The peeper! ",0.0
3087,joshua," Gads! ,  Boom! ,  Do your worst, you masher.",-0.6892
3088,joshua," Uh, yeah, pretty much.",0.6597
3089,joshua," Ah, good last meal. Okay, well, I got bit by a monster, a creature of the night. We both know what comes next for me. ,  Just make it snappy, darling.",0.8658
3090,joshua, I'm fine. Just got to pop out and fetch that venom.,0.2023
3091,joshua," Come in, Margaret. Do you read me? Over.",0.0
3092,joshua," You have to say ""over"" or I think you're still talking. Over.",0.0
3093,joshua," Margaret, stay away. ,  Something's about to happen!",0.0
3094,joshua," Margaret! ,  Shine the light, dear. ,  Yowzers! ",0.4912
3095,joshua," Boy, Jake left a scar on my head the size of a nickel. I'll have to wear a hat now, Margaret.",0.0
3096,joshua," Of course we do, dear. He's our boy.",0.3818
3097,joshua," Yes, we've got one boy that I gave birth to and one boy that you gave birth to. Let's never tell him how it happened.",0.4019
3098,joshua,"[' Hello, boys. ']",0.0
3099,joshua,"  If you're hearing this prerecorded hologram message, it's because I passed on, and my spirit sparkles guided you to its secret hiding place. Right now, I'm holding both of you in my hands. You're both still little squishy babies. ,  I made you boys something. It's a dungeon. A proper dungeon. Full of evil monsters, traps, and magic. The whole kazoo!",-0.5983
3100,joshua,"  Now, this next part of the message is just for you, Jake, so Finn, cover your ears. ,  Jake... really, this dungeon is for Finn. I know I won't be around forever, and I wanna make something that will force Finn to toughen up.",0.0258
3101,joshua,"  Now, tell Finn to uncover his ears now.",0.0
3102,joshua,"  Alright, boys. Now to give you some incentive, at the end of the dungeon, I'm going to put the Family Sword. It's made out of Demon's Blood.",0.5423
3103,joshua,  Kee Oth Rama Pancake.,0.0
3104,joshua,"  The dungeon's eighty paces west of here under a dumb-lookin' rock. And Finn, this dungeon's gonna kick your tail. I bet you won't even get past the first trial, ya whiny baby!",0.0
3105,joshua,"  Finn, cover up those nubs on your head.",0.0
3106,joshua,"  Alright. Hey, Jake, I wanna remind you what this dungeon's for. ,  In order for Finn to stop whining, he needs to be put through a trial that forces him to take charge of a situation.",-0.2732
3107,joshua,"  Remember, Jake, this is a prerecorded holo-message. I can't hear you if you're talking to me right now.",0.0
